Риджа этем, айтсанъыз, такси токътагъан ер къайда?;Скажите, пожалуйста, где стоянка такси?
Сизинъ шеэрде айванат багъчасы бармы?;Есть ли в вашем городе зоопарк?
Риджа этем, айтсанъыз, мында;Скажите, пожалуйста, где здесь
Почта къайда?;Где почта?
Аякъёл къайда?;Где туалет?
Газета киоскы къайда?;Где газетный киоск?
Иляве;Приложение
Адаштынъызмы?;Вы заблудились?
Бу ерде бекленъиз;Подождите здесь
Бу мында бекленъиз;Подождите здесь
Мен сизни пушкиннинъ эйкели янында беклерим;Я вас буду ждать у памятника пушкина
О бир тарафта;На той стороне
